OverallQual,GarageCars,GrLivArea,1stFlrSF,TotalBsmtSF,GarageArea,ExterQual,FullBath,BsmtQual,YearBuilt,YearRemodAdd,TotRmsAbvGrd,Fireplaces,2ndFlrSF,KitchenQual,BsmtFinSF1,LotArea,CentralAir,MasVnrArea,Foundation,BedroomAbvGr,MSZoning,BsmtFullBath,OverallCond,WoodDeckSF,GarageType,HalfBath,SaleType,LotShape,Neighborhood,MSSubClass,LandSlope,BsmtExposure,SaleCondition,GarageYrBlt,LandContour,Fence,OpenPorchSF,LotFrontage,BsmtUnfSF,SalePrice
4,1,1324,757,672,240,2,1,2,1936,1950,6,0,567,2,672,6000,1,0.0,3,3,2,0,6,0,2,0,1,1,9,50,1,1,1,1936.0,1,2,0,50.0,0,128000
7,2,1601,1601,1271,478,2,2,1,1978,1978,7,1,0,2,704,11880,1,206.0,2,3,1,0,5,0,1,0,3,2,7,20,1,1,2,1978.0,1,2,0,82.0,567,157000
2,1,438,438,290,246,2,1,2,1920,1950,3,0,0,4,290,8400,2,0.0,2,1,1,0,5,0,2,0,1,1,24,30,1,1,1,1930.0,2,2,0,60.0,0,60000
5,1,950,950,950,280,2,1,2,1971,1971,5,0,0,2,412,9758,1,0.0,2,3,1,0,5,0,2,0,1,2,12,20,1,1,1,1981.0,1,2,0,61.0,251,119500
5,1,1134,1134,1010,254,2,1,2,1960,2002,6,0,0,2,588,7000,1,45.0,2,2,1,0,7,0,1,0,1,1,12,20,1,1,6,1960.0,1,5,16,70.0,422,135000
6,2,1194,1194,655,539,2,1,2,1959,1959,6,1,0,2,655,8910,1,0.0,2,3,1,0,6,0,3,0,1,1,12,20,1,3,1,1954.0,1,5,0,79.0,0,159500
5,2,1302,630,630,440,2,2,2,1970,1970,6,0,672,2,0,2016,1,304.0,2,3,2,0,5,0,2,1,1,1,23,160,1,1,1,1970.0,1,5,0,24.0,630,106000
8,2,2622,1500,1463,712,1,2,3,1994,1995,9,2,1122,1,1032,12256,1,362.0,1,3,1,1,5,186,1,1,1,2,4,60,1,4,1,1994.0,1,5,32,98.0,431,325000
7,2,1442,1442,910,719,1,2,1,1990,1991,6,1,0,1,738,10357,1,0.0,1,3,1,1,5,0,1,0,1,2,13,20,1,3,1,1990.0,1,5,244,114.0,172,179900
7,2,2021,887,868,422,1,2,3,2006,2006,9,1,1134,1,0,23257,1,0.0,1,3,1,0,5,0,3,1,2,4,18,60,1,1,3,2006.0,4,5,100,168.0,868,274725
6,2,1690,948,924,463,2,2,1,2000,2000,7,1,742,2,0,8063,1,0.0,1,3,1,0,5,100,1,1,1,1,18,60,1,1,2,2000.0,1,5,48,168.0,924,181000
8,3,1836,1836,1836,862,1,2,3,2004,2005,7,1,0,1,1039,11362,1,42.0,1,3,1,1,5,125,1,0,1,2,11,20,1,3,1,2004.0,1,5,185,107.0,797,280000
6,2,1658,773,773,431,2,2,1,1995,1996,8,1,885,2,219,8000,1,0.0,1,3,1,1,5,224,1,1,1,1,18,60,1,1,1,1995.0,1,5,84,107.0,554,188000
7,2,1964,1098,803,483,2,2,2,1976,1976,8,1,866,2,403,10480,1,660.0,2,4,1,0,6,0,1,1,1,1,7,60,1,1,1,1976.0,1,5,69,80.0,400,205000
5,1,816,816,816,308,2,1,2,1957,1957,5,0,0,2,708,7100,1,0.0,2,2,1,1,7,0,2,0,1,2,12,20,1,1,1,1957.0,1,5,0,73.0,108,129900
5,1,1008,1008,1008,240,2,1,2,1953,2006,6,0,0,1,643,8923,1,0.0,2,2,1,1,7,0,1,0,1,1,12,20,1,1,1,1953.0,1,5,18,66.0,365,134500
5,1,833,833,833,326,2,1,2,1954,2000,4,0,0,1,415,5400,1,0.0,2,2,1,0,7,0,2,0,1,1,8,20,1,1,1,1955.0,1,2,0,90.0,418,117000
8,3,1734,1734,1734,928,1,2,3,2007,2007,7,1,0,3,1004,12085,1,328.0,1,3,1,1,5,0,1,0,2,1,11,20,1,1,3,2007.0,1,2,0,93.0,730,318000
8,2,1419,779,408,527,1,2,1,2002,2002,7,1,640,1,353,7750,1,0.0,1,3,1,1,5,120,3,1,1,1,18,80,1,1,1,2002.0,1,2,0,93.0,55,184100
5,2,894,894,894,450,2,1,2,1967,2003,5,0,0,1,702,9764,1,0.0,2,3,1,1,7,0,1,0,1,2,10,20,1,1,1,1967.0,1,2,0,57.0,192,130000
5,1,1601,1021,533,300,2,1,2,1958,1987,6,0,580,2,0,13825,1,0.0,2,3,1,0,6,280,3,0,1,1,10,80,1,1,1,1958.0,1,2,34,85.0,533,140000
5,1,1040,1040,1040,286,2,1,2,1959,1959,6,0,0,2,369,7560,1,0.0,2,3,1,0,5,140,1,0,1,1,12,20,1,1,1,1959.0,1,3,0,70.0,671,133700
6,1,1012,1012,1012,308,2,1,2,1920,1950,6,1,0,2,0,8263,1,0.0,3,2,2,0,5,0,2,0,1,1,14,30,2,1,1,1920.0,2,2,22,59.0,1012,118400
7,3,1552,1552,1552,782,1,2,1,2005,2006,7,0,0,1,24,10084,1,196.0,1,3,1,0,5,144,1,0,2,1,1,20,1,4,3,2005.0,1,2,20,84.0,1528,212900
4,1,960,960,672,288,2,1,2,1956,1956,5,0,0,2,0,8926,1,0.0,2,3,1,0,3,64,5,0,3,2,16,20,1,1,2,1956.0,1,2,0,84.0,672,112000
5,0,698,698,698,0,2,1,2,1947,2008,4,0,0,2,0,9405,1,0.0,2,2,1,0,9,0,5,0,1,1,16,20,1,1,1,1956.0,1,2,200,50.0,698,118000
7,2,1482,812,384,392,2,2,1,1992,1992,7,1,670,1,0,9125,1,170.0,1,3,1,0,5,100,1,1,1,2,18,80,1,1,1,1992.0,1,2,25,50.0,384,163900
4,2,1005,1005,1005,672,2,1,2,1955,1955,5,1,0,4,0,10434,1,0.0,2,2,1,0,5,0,2,0,1,1,12,20,1,1,1,1977.0,1,2,0,60.0,1005,115000
7,3,1555,1555,1373,660,1,2,1,2007,2007,7,1,0,1,0,3684,1,130.0,1,2,1,0,5,143,1,0,1,1,22,120,1,1,1,2007.0,1,2,20,53.0,1373,174000
7,3,1530,1530,1530,630,1,2,1,2004,2004,7,1,0,1,1300,14572,1,0.0,1,3,1,1,5,144,1,0,1,4,18,20,1,4,6,2004.0,1,2,36,182.0,230,259000
7,2,1959,847,847,434,1,2,1,2004,2005,8,1,1112,1,0,11796,1,0.0,1,4,1,0,5,100,3,1,1,2,18,60,1,4,1,2004.0,1,2,48,59.0,847,215000
5,2,936,936,936,672,2,1,1,1980,1980,4,0,0,2,936,7200,1,180.0,2,2,2,1,5,49,2,0,1,1,8,90,1,2,1,1980.0,1,2,0,60.0,0,140000
4,2,1981,1328,1122,576,2,2,2,1928,1950,7,2,653,1,622,7804,1,0.0,3,4,1,1,3,431,2,0,1,1,24,50,1,1,1,1981.0,1,2,44,65.0,500,135000
5,0,974,974,974,0,2,1,1,1991,1992,5,0,0,2,212,10712,1,0.0,1,3,1,0,5,0,2,0,9,1,5,20,1,3,2,1981.0,1,2,28,63.0,762,93500
6,1,2210,1178,1008,205,2,2,2,1880,1950,8,0,1032,4,0,9900,1,0.0,3,5,2,0,4,0,2,0,1,1,8,70,1,3,1,1930.0,1,2,48,90.0,1008,117500
8,2,2020,1142,1128,466,1,2,1,1995,1995,8,1,878,1,584,9828,1,0.0,1,3,1,0,5,0,1,1,1,2,13,60,1,1,1,1995.0,1,2,155,80.0,544,239500
6,2,1600,916,916,460,2,2,1,1997,1997,7,1,684,2,0,8773,1,0.0,1,3,1,0,5,100,1,1,1,2,18,60,1,4,1,1997.0,4,2,38,57.0,916,169000
6,1,986,986,960,180,2,1,2,1926,1950,5,1,0,2,0,6180,2,0.0,3,2,2,0,5,0,2,0,1,1,9,30,1,1,1,1926.0,1,2,128,60.0,960,102000
6,1,1252,1032,1032,288,2,1,2,1950,1950,6,0,220,2,280,9600,1,0.0,2,3,1,0,5,0,1,0,1,1,12,50,1,1,2,1950.0,1,2,0,80.0,752,119000
5,0,1020,780,780,0,2,1,2,1875,1996,6,0,240,2,0,6342,2,0.0,2,2,1,0,8,0,1,0,1,1,10,50,1,1,1,1950.0,1,2,0,54.0,780,94000
6,2,1567,1567,1567,714,2,2,2,1977,1977,5,2,0,1,1567,9819,1,0.0,1,2,1,1,5,264,1,0,1,2,5,20,2,2,1,1977.0,1,2,32,54.0,0,196000
5,2,1167,1167,915,495,2,1,2,1920,1950,6,1,0,2,645,8731,1,0.0,3,3,1,0,5,0,2,0,1,2,9,30,1,1,1,1972.0,1,2,0,98.0,270,144000
5,2,952,952,952,840,2,1,2,1951,1951,4,0,0,2,852,7350,1,0.0,2,2,1,1,7,0,2,0,3,1,12,20,1,3,2,1988.0,1,2,0,60.0,100,139000
5,2,1868,1088,780,484,2,2,2,1976,1976,9,1,780,1,381,10304,1,44.0,2,4,1,1,7,448,1,1,1,2,7,60,1,1,1,1976.0,1,2,96,60.0,399,197500
8,3,2828,1466,1466,1052,1,3,3,2006,2007,11,1,1362,1,1150,9965,1,340.0,1,4,1,1,5,125,3,0,2,1,1,60,1,2,3,2006.0,1,2,144,77.0,316,424870
5,0,1006,1006,1006,0,2,1,2,1959,1959,5,0,0,2,288,9000,1,0.0,2,3,1,0,3,0,3,0,1,1,10,20,1,1,1,2006.0,1,2,24,77.0,718,80000
4,1,924,672,672,280,2,1,1,1941,1950,5,0,252,4,348,12180,2,0.0,3,2,1,1,4,0,2,0,1,1,16,190,1,1,1,1941.0,1,2,0,60.0,324,80000
5,1,1576,1042,1042,225,2,1,2,1928,1950,8,1,534,2,0,6240,1,0.0,3,3,2,0,6,0,2,0,1,1,9,50,1,1,6,1928.0,1,2,0,52.0,1042,149000
6,2,1298,1298,1298,403,1,2,1,1985,1985,5,1,0,1,1258,11200,1,85.0,2,3,1,1,5,165,1,0,1,1,13,20,1,1,1,1985.0,1,2,26,52.0,40,180000
7,1,1564,860,704,234,2,1,2,1941,1950,7,1,704,4,275,12000,1,0.0,2,3,1,0,7,0,1,1,1,1,3,70,1,1,1,1941.0,2,2,0,75.0,429,174500
7,1,1111,572,572,288,2,1,2,1926,1950,5,1,539,2,0,5700,1,0.0,1,2,2,0,7,0,2,0,1,1,8,50,1,1,1,1982.0,1,2,0,75.0,572,116900
7,2,1482,832,650,324,2,1,2,1920,1988,7,0,650,2,624,9000,1,0.0,1,3,2,0,9,0,2,0,1,1,8,70,1,1,1,1930.0,1,2,0,50.0,26,143000
6,1,932,932,932,306,2,1,2,1950,1950,4,1,0,1,0,8280,1,0.0,2,2,1,0,5,0,1,0,1,2,12,20,1,1,1,1950.0,1,4,0,57.0,932,124000
5,2,1466,1466,1466,528,2,1,2,1959,1959,6,2,0,4,176,17755,1,132.0,2,3,1,0,4,0,1,1,1,1,16,20,1,1,1,1959.0,1,4,140,134.0,1290,149900
6,2,1811,1811,1073,470,2,1,2,1956,2004,6,1,0,3,296,14115,1,0.0,1,2,1,0,7,0,1,0,1,2,3,20,1,1,2,1956.0,1,4,0,90.0,230,230000
6,1,816,816,816,432,1,1,2,1930,2007,5,0,0,2,538,5890,1,0.0,3,2,2,0,8,0,2,0,1,1,14,30,1,4,1,2002.0,1,4,0,90.0,278,120500
7,2,1820,902,864,492,2,1,2,1965,1988,8,2,918,1,454,13700,1,288.0,2,4,1,0,6,60,1,2,1,2,12,60,1,2,1,1965.0,1,4,84,90.0,410,201800
5,2,1437,1437,1437,528,1,2,1,1976,2004,6,1,0,1,1157,10768,1,0.0,2,3,1,1,8,0,1,0,1,2,2,20,1,2,1,1976.0,1,4,21,90.0,280,218000
5,2,1265,1265,1219,502,2,2,2,1965,1999,6,1,0,1,633,9350,1,0.0,1,3,1,0,8,0,1,0,1,1,12,80,1,2,1,1965.0,1,2,92,85.0,586,179900
7,2,1314,1314,1314,626,1,2,1,2007,2008,6,1,0,1,904,5001,1,166.0,1,2,1,1,5,172,1,0,1,2,11,120,1,1,1,2008.0,1,2,62,34.0,410,230000
8,3,1580,1580,1580,830,1,2,1,2007,2008,7,0,0,1,0,11932,1,186.0,1,3,1,0,5,0,1,0,4,1,6,20,1,1,3,2008.0,1,2,24,92.0,1580,235128
6,2,1876,943,901,540,1,2,2,1974,1974,8,1,933,1,442,9120,1,270.0,2,4,1,0,6,0,1,1,1,1,7,60,1,1,1,1974.0,1,2,69,76.0,459,185000
6,2,1456,855,855,440,2,2,1,1978,1978,7,1,601,2,311,2280,1,0.0,2,3,1,0,5,26,1,1,1,1,21,160,1,1,1,1978.0,1,2,0,24.0,544,146000
6,2,1640,1640,1296,924,1,1,2,1954,2006,7,1,0,1,728,14778,1,72.0,2,3,1,1,7,108,2,0,1,2,3,20,1,1,1,1993.0,3,2,0,24.0,568,224000
5,2,894,894,894,450,2,1,1,1968,1968,5,1,0,2,492,8724,1,0.0,2,3,1,0,5,0,1,0,1,1,10,20,1,1,1,1968.0,1,2,0,109.0,402,129000
4,2,1258,1258,1198,400,2,0,1,1969,1969,6,0,0,2,1198,12900,1,0.0,2,0,1,2,4,120,4,2,1,1,10,90,1,4,5,1969.0,1,2,0,60.0,0,108959
5,2,1432,1432,1360,588,2,1,1,1978,1978,5,1,0,1,680,16157,1,0.0,1,2,1,1,7,168,1,1,1,2,2,80,1,2,1,1978.0,1,2,180,60.0,289,194000
7,2,1502,1502,1502,644,1,2,1,2009,2009,7,0,0,1,0,9541,1,268.0,1,3,1,0,5,0,1,0,2,2,11,20,1,1,3,2009.0,1,2,114,79.0,1502,233170
8,3,1694,1694,1694,776,1,2,1,2008,2008,7,0,0,1,0,10475,1,72.0,1,3,1,0,5,160,1,0,1,2,1,20,1,4,1,2008.0,1,2,33,64.0,1694,245350
6,2,1671,959,959,472,2,2,1,2000,2000,7,1,712,2,786,10852,1,0.0,1,3,1,1,5,0,1,1,1,2,18,60,1,1,1,2000.0,1,2,38,58.0,173,173000
6,2,2108,1236,1127,540,2,2,2,1935,1986,7,2,872,1,626,13728,1,0.0,2,4,1,0,7,0,5,0,1,1,16,70,1,1,1,1935.0,1,2,0,120.0,501,235000
10,3,3627,1831,1930,807,1,3,3,1995,1996,10,1,1796,1,1387,35760,1,1378.0,1,4,1,1,5,361,1,1,1,2,4,60,1,2,1,1995.0,1,2,76,118.0,543,625000
6,1,1118,1118,1096,358,2,1,2,1977,1977,6,1,0,2,522,9880,1,0.0,2,3,1,1,6,203,1,0,1,1,5,80,1,4,1,1977.0,1,4,0,76.0,574,171000
6,2,1261,1261,1261,433,2,1,2,1958,1958,6,1,0,2,662,9120,1,0.0,2,3,1,1,6,0,1,0,1,1,12,20,1,1,1,1958.0,1,4,0,76.0,599,163000
7,2,1250,625,625,625,1,2,1,2006,2007,5,0,625,1,0,4017,1,0.0,1,2,4,0,5,0,2,1,1,2,6,160,1,1,1,2006.0,1,4,54,35.0,625,171900
5,0,3086,1636,1598,0,2,3,2,1946,1994,12,1,971,3,152,18030,1,0.0,2,3,1,0,6,122,2,0,1,2,20,50,1,1,1,2006.0,2,2,0,138.0,977,200500
6,2,2345,1170,952,360,2,2,1,1932,1950,9,1,1175,2,503,16560,1,0.0,3,4,1,0,8,0,2,1,1,2,3,70,1,1,1,1932.0,1,2,0,80.0,449,239000
8,2,2872,2129,1683,541,1,2,1,1992,2000,9,1,743,1,700,10678,1,337.0,1,4,1,0,5,0,1,1,1,1,4,50,1,1,1,1992.0,1,2,33,85.0,983,285000
5,1,923,923,876,264,2,1,2,1984,1985,5,0,0,2,658,6951,1,0.0,2,3,1,1,5,362,1,0,1,2,5,20,1,1,1,1984.0,1,2,0,37.0,218,119500
6,1,1224,818,818,210,2,1,2,1926,2004,5,0,406,2,468,3950,1,0.0,2,3,2,0,8,0,2,0,1,1,8,50,1,1,1,1926.0,2,2,0,37.0,350,115000
5,1,1343,820,731,186,2,1,2,1921,1950,7,1,523,2,0,7681,1,0.0,3,3,1,0,6,192,2,1,1,2,3,50,1,1,1,1921.0,1,2,0,54.0,731,154900
5,0,1124,1124,0,0,2,1,2,1954,1954,5,1,0,2,0,8335,1,0.0,5,3,1,0,5,0,2,0,1,1,16,20,1,1,1,1921.0,1,2,36,77.0,0,93000
7,2,2514,1298,1216,693,2,2,1,1990,1991,8,0,1216,2,1216,11170,1,0.0,4,4,1,0,5,0,1,1,1,3,17,60,1,1,1,1990.0,1,4,0,77.0,0,250000
8,2,1652,1652,1600,482,3,2,3,2008,2008,5,1,0,1,1480,5587,1,186.0,1,2,2,1,5,162,1,0,2,2,3,120,2,2,3,2008.0,4,4,53,64.0,120,392500
10,3,4476,2411,2396,813,1,3,3,1996,1996,10,2,2065,3,2096,15623,1,0.0,1,4,1,1,5,171,1,1,1,2,4,60,1,4,2,1996.0,1,2,78,160.0,300,745000
5,2,1130,1130,1120,720,2,1,2,1920,1950,5,1,0,2,821,10800,1,0.0,3,2,1,1,6,229,2,0,1,1,8,30,1,1,1,1970.0,1,2,0,60.0,299,120000
5,3,1572,1572,1572,995,2,1,2,1963,1963,5,2,0,2,1159,35133,1,226.0,2,3,1,1,4,0,6,1,1,1,17,20,2,2,1,1963.0,1,2,263,50.0,413,186700
5,1,1221,949,784,392,2,1,2,1924,1950,7,0,272,2,392,9738,1,0.0,3,4,1,1,7,0,1,0,1,1,16,50,1,1,1,1965.0,1,2,0,60.0,392,104900
3,2,1699,1014,978,420,2,2,4,1900,1970,7,0,685,2,440,10615,1,0.0,2,3,1,1,5,0,4,0,1,2,8,190,2,3,2,1920.0,2,2,74,107.0,538,95000
8,3,1624,1624,1624,757,1,2,1,1994,1995,5,1,0,1,1456,12461,1,0.0,1,2,1,1,5,0,1,0,1,1,4,20,1,1,1,1994.0,1,4,114,89.0,168,262000
7,2,1660,831,831,493,1,2,1,2002,2002,7,0,829,1,0,8935,1,95.0,1,3,1,0,5,144,1,1,1,2,1,60,1,1,1,2002.0,1,4,68,68.0,831,195000
7,2,1804,1028,994,442,2,2,2,1999,1999,7,1,776,1,0,7500,1,0.0,1,3,1,0,5,140,1,1,1,1,18,60,1,1,1,1999.0,1,4,60,60.0,994,189000
4,4,1622,1622,1249,1356,2,1,2,1961,1975,7,1,0,2,1159,32463,1,149.0,2,3,1,1,4,439,6,0,1,1,5,190,2,4,1,1975.0,3,4,0,60.0,90,168000
8,2,1441,764,776,492,1,2,1,1999,2000,5,0,677,1,0,2645,1,456.0,1,2,4,0,5,206,2,1,1,1,6,160,1,1,1,1999.0,1,4,0,24.0,776,174000
5,1,1472,842,702,250,2,1,2,1925,1994,6,0,630,1,0,9600,1,0.0,1,3,2,0,8,0,2,0,1,1,8,50,1,3,1,1925.0,1,3,0,60.0,702,125000
6,2,1224,1224,1224,402,2,2,3,1999,1999,5,0,0,2,883,4500,1,425.0,1,2,2,1,5,0,1,0,1,1,5,120,1,1,1,1999.0,1,3,304,60.0,341,165000
6,1,1352,663,663,299,2,1,2,1969,1969,7,0,689,2,371,9364,1,143.0,2,4,1,0,7,379,1,1,1,1,10,60,1,1,1,1969.0,1,2,36,80.0,292,158000
6,2,1456,728,728,400,2,2,1,2005,2005,8,0,728,1,0,8029,1,0.0,1,3,1,0,5,100,1,1,1,2,18,60,1,1,1,2005.0,1,2,24,51.0,728,176000
7,3,1863,879,879,660,1,2,1,2006,2006,9,1,984,1,0,14054,1,0.0,1,4,1,0,5,100,3,1,2,2,18,60,1,4,3,2006.0,1,2,17,58.0,879,219210
7,1,1690,815,815,225,2,1,2,1916,1950,7,1,875,2,0,8850,1,0.0,3,3,2,0,6,0,2,0,7,2,8,75,1,1,1,1916.0,2,2,0,65.0,815,144000
7,2,1212,1212,1212,573,1,2,1,2001,2001,6,0,0,1,0,9100,1,0.0,1,3,1,0,5,356,1,0,1,1,1,20,1,1,1,2001.0,1,2,0,70.0,1212,178000
4,2,1382,1382,1051,459,2,1,2,1963,1979,6,1,0,2,547,11235,1,51.0,2,3,1,0,5,0,1,1,1,1,10,20,1,1,1,1974.0,1,2,82,75.0,504,148000
4,1,864,864,864,280,2,1,2,1970,1970,5,0,0,2,0,9353,1,0.0,2,3,1,0,5,0,1,0,9,1,12,20,1,1,2,1972.0,1,2,0,71.0,864,116050
7,2,1779,866,866,546,2,2,1,1998,1998,6,0,913,1,0,10400,1,0.0,1,3,1,0,5,198,1,1,1,1,1,60,1,4,1,1998.0,1,2,36,80.0,866,197900
5,1,1348,884,884,216,2,1,2,1925,1997,5,1,464,2,0,6000,1,0.0,3,3,2,1,8,0,2,0,1,1,9,50,1,1,1,1960.0,1,2,0,50.0,884,117000
7,2,1630,1630,1630,451,1,2,1,2000,2001,6,1,0,1,0,9750,1,171.0,1,3,1,0,5,74,1,0,1,1,1,20,1,1,1,2000.0,1,2,234,75.0,1630,213000
5,2,1074,1074,1056,495,2,1,1,1975,1975,6,0,0,2,788,10140,1,0.0,2,3,1,1,6,0,1,1,1,1,7,20,1,1,1,1975.0,1,2,88,78.0,268,153500
7,3,2196,2196,2158,701,1,2,1,1990,1991,7,1,0,1,485,14684,1,234.0,2,3,1,0,7,84,1,0,1,2,13,20,1,3,1,1990.0,1,2,70,90.0,1496,271900
4,1,1056,1056,1056,384,2,1,2,1966,1966,5,0,0,2,1056,8900,1,0.0,2,2,5,1,4,0,2,0,1,1,13,20,1,1,1,1966.0,1,2,42,90.0,0,107000
6,2,1700,1700,1682,544,1,2,1,2003,2003,7,0,0,1,340,9135,1,120.0,1,3,1,1,5,192,1,0,1,1,1,20,1,4,1,2003.0,1,2,23,70.0,1342,200000
5,2,1283,1283,931,506,2,1,2,1962,1980,6,0,0,2,504,7763,1,0.0,2,3,1,1,7,0,2,0,1,1,12,20,1,1,1,1980.0,1,2,0,70.0,319,140000
8,2,1660,1660,1660,500,1,2,3,2006,2006,8,1,0,1,1220,10182,1,420.0,1,3,1,1,5,322,1,0,2,2,6,20,1,3,3,2006.0,1,2,50,85.0,440,290000
6,2,1845,1055,1055,462,1,2,1,1992,1992,8,1,790,1,0,11218,1,0.0,1,3,1,0,5,635,1,1,1,1,13,60,1,1,1,1992.0,1,4,104,70.0,1055,189000
8,2,1752,1080,559,492,1,2,1,1988,2005,8,0,672,2,427,12134,1,0.0,4,4,1,0,7,325,5,0,1,2,18,50,2,4,1,1988.0,2,4,12,152.0,132,164000
4,1,672,672,672,234,2,1,2,1941,1950,4,0,0,2,344,9340,1,0.0,2,2,1,1,6,0,1,0,1,1,16,30,1,1,1,1941.0,1,4,113,50.0,328,113000
4,1,960,960,648,364,2,0,2,1965,2001,3,0,0,2,648,10246,1,0.0,2,0,1,1,9,88,1,0,1,2,10,80,1,4,1,1965.0,1,4,0,50.0,0,145000
5,1,999,999,925,300,2,1,2,1962,1962,6,0,0,2,784,10205,1,0.0,2,3,1,1,5,150,1,0,1,2,12,85,1,4,1,1962.0,1,4,72,69.0,141,134500
5,1,894,894,894,384,2,1,2,1966,1966,5,0,0,2,180,7094,1,0.0,2,3,1,0,5,0,2,0,1,2,10,20,1,1,1,1966.0,1,2,0,99.0,340,125000
6,2,1902,1318,0,539,2,2,2,1978,1978,8,0,584,2,0,8930,1,0.0,5,4,2,0,5,0,1,0,1,1,10,90,1,1,1,1978.0,1,2,0,68.0,0,112000
8,2,1314,1314,1300,552,1,2,1,2009,2009,6,0,0,1,936,8640,1,72.0,1,3,4,1,5,135,1,0,2,1,6,20,1,3,3,2009.0,1,2,112,72.0,364,229456
4,0,912,672,0,0,2,1,1,1947,1950,3,0,240,2,0,6240,2,0.0,5,2,2,0,5,0,1,0,1,1,9,50,1,3,1,2009.0,1,2,0,52.0,0,80500
6,0,1218,672,672,0,2,1,2,1971,1971,7,0,546,2,0,1680,1,236.0,2,3,2,0,5,201,1,1,1,1,23,160,1,1,2,2009.0,1,2,0,21.0,672,91500
5,1,912,912,912,288,2,1,2,1964,1964,5,0,0,2,312,7800,1,0.0,2,2,1,0,5,0,1,0,1,2,12,20,1,1,2,1964.0,1,2,0,66.0,0,115000
5,1,1211,1211,952,322,2,1,2,1968,1968,5,1,0,2,250,8250,1,0.0,2,3,1,0,5,0,1,0,1,1,10,20,1,1,1,1968.0,1,2,63,55.0,210,134000
6,1,1846,1168,1040,315,2,2,2,1949,1950,7,1,678,2,196,10496,1,320.0,2,3,1,0,6,0,1,0,1,1,12,50,1,3,1,1949.0,1,3,0,78.0,844,143000
5,2,2136,2136,2136,528,2,2,2,1951,1951,7,0,0,2,756,10680,2,44.0,2,4,1,0,3,0,2,0,1,1,12,20,1,1,1,1951.0,1,2,30,89.0,1380,137900
7,2,1490,788,788,388,1,2,1,2004,2005,8,1,702,1,724,15384,1,0.0,1,3,1,1,5,100,1,1,1,2,18,60,1,4,1,2004.0,1,2,75,60.0,64,184000
6,1,1138,1138,588,264,2,1,2,1958,1958,6,0,0,2,507,10482,1,63.0,2,3,1,0,8,224,1,0,1,1,12,80,1,4,1,1958.0,1,5,0,65.0,81,145000
6,3,1933,894,894,668,1,2,1,2007,2007,9,1,1039,1,0,14598,1,74.0,1,4,1,0,5,100,3,1,1,2,6,60,1,3,1,2007.0,1,5,18,86.0,894,214000
5,2,912,912,912,576,2,1,2,1965,2008,5,0,0,1,595,8872,1,300.0,2,2,1,1,8,0,2,0,1,1,12,20,1,1,1,1992.0,1,5,240,72.0,317,147000
9,3,1702,1702,1702,1052,3,1,3,2008,2008,7,1,0,3,1540,8769,1,766.0,1,1,1,1,5,0,1,1,2,1,11,120,1,1,3,2008.0,1,5,72,65.0,162,367294
5,1,1507,1507,1075,404,2,2,2,1960,1960,7,0,0,2,666,7910,1,0.0,2,4,1,0,5,0,5,0,1,1,12,80,1,1,1,1960.0,1,3,0,70.0,409,127000
5,2,2620,1361,1361,600,2,2,1,1977,1977,12,1,1259,2,498,18890,1,1.0,2,4,1,0,5,155,3,2,1,2,10,90,1,1,1,1977.0,1,3,24,70.0,652,190000
5,2,1190,1190,1106,540,2,1,2,1962,1962,6,0,0,2,803,7728,1,120.0,2,3,1,1,6,0,1,0,1,1,12,90,1,4,1,1962.0,1,3,18,70.0,303,132500
4,2,1224,1224,0,462,2,2,2,1962,1962,6,0,0,2,0,9842,1,0.0,5,2,1,0,5,0,4,0,1,1,12,90,1,4,1,1962.0,1,3,0,70.0,0,101800
5,2,1188,1188,1188,531,2,1,2,1959,1959,6,0,0,2,1000,12160,1,180.0,2,3,1,1,5,0,1,0,3,2,12,20,1,1,2,1959.0,1,2,0,70.0,188,142000
5,0,1964,1024,940,0,2,1,2,1911,1950,7,0,940,2,0,8525,2,0.0,1,4,5,0,6,0,1,1,1,1,24,70,1,4,2,1959.0,2,2,192,55.0,940,130000
5,1,1784,892,747,180,2,1,1,1914,1950,9,0,892,2,0,13132,1,0.0,3,4,1,0,5,203,2,1,1,1,3,70,1,3,1,1914.0,1,2,40,96.0,747,138887
7,2,1626,764,764,474,1,2,1,2003,2003,6,0,862,1,0,2628,1,106.0,1,2,1,0,5,0,3,1,1,1,11,160,1,1,1,2003.0,1,2,27,36.0,764,175500
7,2,1948,847,847,434,1,2,1,2004,2005,8,1,1101,1,0,12393,1,0.0,1,4,1,0,5,100,3,1,1,3,1,60,1,1,1,2004.0,1,2,48,41.0,847,195000
6,2,1141,1141,1141,484,1,1,1,2005,2005,6,0,0,2,0,13072,1,0.0,1,3,1,0,5,0,2,1,1,1,13,20,1,1,2,2005.0,1,2,0,63.0,1141,142500
8,2,1484,1484,1476,472,1,2,1,2006,2006,6,1,0,3,428,9037,1,32.0,1,2,1,0,5,120,1,0,1,2,17,20,1,4,1,2006.0,4,2,33,64.0,1048,265900
7,2,1768,884,884,543,1,2,1,2003,2003,8,0,884,1,550,8158,1,252.0,1,3,1,1,5,0,1,1,1,1,1,60,1,1,1,2003.0,1,2,63,65.0,334,224900
