OverallQual,GarageCars,GrLivArea,FullBath,1stFlrSF,BsmtQual,YearRemodAdd,TotalBsmtSF,BsmtFinSF1,ExterQual,2ndFlrSF,Fireplaces,TotRmsAbvGrd,KitchenQual,Foundation,BsmtFinType1,CentralAir,YearBuilt,GarageArea,HalfBath,BsmtFullBath,LotArea,BedroomAbvGr,Neighborhood,MSZoning,WoodDeckSF,MasVnrArea,OverallCond,LandSlope,LotFrontage,MSSubClass,BldgType,BsmtUnfSF,LotShape,GarageType,GarageFinish,RoofStyle,BsmtExposure,Id,Fence,SalePrice
4,0,1440,2,1440,2,1955,1440,133,2,0,0,8,4,2,2,2,1955,0,0,0,12108,4,16,1,0,270.0,4,1,92.0,90,3,1307,1,1,3,1,1,442,4,118000
5,2,1573,2,1128,2,1992,1078,0,2,445,1,8,2,1,3,1,1930,360,0,0,6240,3,9,2,0,0.0,7,1,52.0,50,1,1078,1,2,2,1,1,443,4,162900
7,3,1258,2,1258,3,2007,1258,0,1,0,1,6,1,1,3,1,2006,648,0,0,3922,2,22,1,144,72.0,5,1,53.0,120,4,1258,1,1,3,1,4,444,4,172500
7,2,1908,2,933,1,1995,915,642,1,975,1,8,1,1,1,1,1994,493,1,1,8750,4,1,1,144,0.0,5,1,70.0,60,1,273,1,1,2,1,1,445,4,210000
6,2,1689,1,1689,2,1956,1436,0,2,0,1,7,2,2,3,1,1956,480,0,0,9855,3,16,1,0,0.0,5,1,73.0,20,1,1436,1,1,2,2,1,446,2,127500
6,2,1888,2,1888,2,2002,1517,247,1,0,1,6,1,2,2,1,1966,578,1,0,16492,2,12,1,0,0.0,6,1,137.0,20,1,557,2,1,3,1,1,447,2,190000
7,2,1886,2,956,1,1999,930,0,1,930,1,10,1,1,3,1,1998,431,1,0,11214,4,18,1,89,0.0,5,1,137.0,60,1,930,2,1,3,1,1,448,2,199900
6,1,1376,2,780,2,1950,780,0,2,596,1,7,2,3,3,1,1937,198,0,0,8600,3,14,2,0,0.0,6,1,50.0,50,1,780,1,2,2,1,1,449,2,119500
3,1,1183,1,679,2,2002,649,331,2,504,0,6,2,2,2,1,1948,308,1,0,6000,2,8,2,0,0.0,7,1,50.0,50,1,318,1,2,2,1,1,450,2,120000
6,1,813,1,813,2,2005,813,0,2,0,0,5,1,3,3,1,1930,270,0,0,5684,2,8,2,0,0.0,8,1,70.0,30,1,813,1,2,2,2,1,451,2,110000
7,2,1533,2,1533,1,1975,1533,655,2,0,2,5,1,2,2,1,1975,576,0,1,70761,2,20,1,200,0.0,5,2,62.0,20,1,878,2,1,2,1,2,452,2,280000
6,2,1756,2,888,3,1997,872,742,1,868,0,7,2,1,2,1,1996,422,1,1,9303,3,17,1,144,42.0,5,1,62.0,60,1,130,2,1,3,2,1,453,2,204000
8,2,1590,2,786,1,2008,768,0,1,804,0,6,1,1,3,1,2008,676,1,0,9000,3,6,4,0,0.0,5,1,75.0,60,1,768,1,1,1,1,1,454,2,210000
5,2,1728,2,1728,2,1976,1728,1606,2,0,0,8,2,2,2,1,1976,560,0,2,9297,4,5,1,0,0.0,5,1,63.0,90,3,122,1,2,2,1,1,455,2,188000
7,2,1242,1,1242,2,1973,1242,916,2,0,1,6,2,2,2,1,1973,528,1,0,9600,3,7,1,0,320.0,6,1,80.0,20,1,326,1,1,2,2,1,456,2,175500
5,3,1344,1,624,2,1950,624,0,2,720,0,7,2,3,3,2,1916,513,0,0,4571,4,8,2,0,0.0,5,1,34.0,70,1,624,1,2,2,1,1,457,2,98000
4,2,1663,1,1663,1,1994,1364,1116,2,0,2,6,1,2,5,1,1954,529,0,1,53227,2,20,1,224,0.0,6,2,34.0,20,1,248,2,1,3,5,2,458,2,256000
8,1,1666,1,833,2,1996,588,0,2,833,1,7,1,1,3,1,1925,228,0,0,5100,3,8,2,192,0.0,7,1,34.0,70,1,588,1,2,2,2,1,459,2,161000
5,1,1203,1,979,2,1950,709,185,2,224,1,5,1,2,6,1,1950,352,0,1,7015,3,9,1,0,161.0,4,1,34.0,50,1,524,2,2,2,1,1,460,2,110000
8,2,1935,2,832,1,2009,832,544,1,1103,0,8,2,1,1,1,2009,552,1,1,8004,3,6,4,0,110.0,5,1,75.0,60,1,288,2,3,3,1,1,461,2,263435
7,2,1135,1,575,1,2007,560,350,1,560,0,6,1,1,2,1,1936,576,0,1,7200,3,24,1,256,0.0,9,1,60.0,70,1,0,1,2,1,1,1,462,2,155000
5,1,864,1,864,2,1965,864,553,2,0,1,5,2,2,4,1,1965,360,0,0,8281,3,10,1,0,0.0,5,1,60.0,20,1,0,2,2,2,1,1,463,3,62383
6,1,1660,1,849,2,1995,715,326,2,811,1,6,2,2,6,1,1934,240,1,0,11988,3,3,1,0,0.0,7,2,74.0,70,1,389,2,2,2,2,1,464,3,188700
5,0,1040,2,1040,1,1978,1040,616,2,0,0,5,2,2,4,1,1978,0,0,0,8430,3,1,1,0,136.0,5,2,60.0,20,1,424,1,2,2,1,1,465,3,124000
7,2,1414,2,1414,1,2004,1375,0,1,0,1,6,1,1,3,1,2004,398,0,0,3072,2,22,2,144,18.0,5,1,60.0,120,4,1375,1,1,3,2,1,466,3,178740
7,2,1277,1,1277,2,1970,1277,778,2,0,1,5,2,2,1,1,1970,526,0,1,10628,2,12,1,0,0.0,5,1,85.0,20,1,499,1,1,2,5,2,467,3,167000
5,1,1644,1,888,2,1995,728,386,2,756,2,7,1,2,6,1,1942,312,1,0,9480,3,12,1,168,224.0,7,1,79.0,70,1,342,1,1,2,1,1,468,3,146500
8,3,1634,2,1634,1,2006,1626,0,1,0,1,7,1,1,3,1,2006,866,0,0,11428,3,11,1,0,248.0,5,1,98.0,20,1,1626,2,1,1,1,1,469,3,250000
6,2,1710,2,832,1,1993,832,426,1,878,0,7,1,1,1,1,1993,506,1,0,9291,3,13,1,144,120.0,5,1,76.0,60,1,406,2,1,1,1,1,470,3,187000
8,2,1502,1,1502,1,1985,1488,368,1,0,0,4,1,1,1,1,1985,528,1,1,6820,1,19,1,0,0.0,5,1,76.0,120,4,0,2,1,1,1,4,471,3,212000
7,2,1969,2,1161,1,1977,808,0,2,808,1,8,2,2,3,1,1977,534,1,0,11952,3,7,1,0,0.0,6,1,92.0,60,1,808,1,1,1,4,1,472,3,190000
6,2,1072,1,1072,1,2005,547,459,2,0,0,5,2,1,1,1,2005,525,0,1,3675,2,16,2,0,80.0,5,1,35.0,180,4,88,1,5,1,1,2,473,3,148000
8,3,1976,2,1976,3,2007,1976,1350,1,0,1,7,1,1,1,1,2006,908,0,1,14977,2,11,1,250,304.0,5,1,110.0,20,1,626,2,1,1,1,2,474,3,440000
8,2,1652,2,1652,1,2000,1494,1196,1,0,0,6,3,1,1,1,2000,499,0,1,5330,2,19,1,96,0.0,5,1,41.0,120,4,298,1,1,1,1,4,475,3,251000
5,2,970,1,970,2,1963,970,630,2,0,0,5,2,2,1,1,1963,624,0,1,8480,2,10,1,0,0.0,6,1,80.0,20,1,340,1,2,2,2,1,476,3,132500
6,2,1493,2,1493,1,1998,1478,994,2,0,1,7,1,1,1,1,1997,508,0,1,13125,3,1,1,140,215.0,5,2,75.0,20,1,484,1,1,3,1,2,477,3,208900
9,3,2643,2,2069,1,2006,2153,0,3,574,1,9,3,1,3,1,2006,694,1,0,13693,3,11,1,414,772.0,5,1,105.0,60,1,2153,1,3,3,2,4,478,3,380000
8,3,1718,2,1718,3,2008,1705,1288,1,0,1,7,1,1,1,1,2007,826,0,1,10637,3,1,1,208,336.0,5,1,79.0,20,1,417,1,1,1,2,2,479,3,297000
4,2,1131,1,1131,4,2000,907,168,2,0,0,7,2,3,4,1,1937,672,0,0,5925,2,8,2,0,435.0,7,1,50.0,30,1,739,1,2,2,2,1,480,2,89471
9,3,1850,2,1850,3,2005,1833,1261,1,0,1,8,1,1,1,1,2004,772,0,1,16033,3,11,1,519,378.0,5,1,98.0,20,1,572,2,1,3,2,2,481,2,326000
9,3,1792,2,1792,3,2004,1792,1567,1,0,1,6,3,1,1,1,2003,874,0,1,11846,2,11,1,206,562.0,5,1,72.0,20,1,225,2,1,3,2,2,482,2,374000
7,1,1826,1,916,2,2005,910,299,1,910,1,7,3,1,2,1,1915,164,1,1,2500,4,8,2,0,0.0,8,1,50.0,70,1,611,1,1,2,1,1,483,2,155000
6,2,1216,2,1216,3,1998,1216,897,2,0,0,5,2,1,1,1,1998,402,0,1,4500,2,5,2,0,116.0,5,1,32.0,120,5,319,1,1,2,2,1,484,2,164000
5,1,999,1,999,2,2001,999,588,2,0,0,6,1,2,2,1,1962,264,0,1,7758,3,10,1,0,0.0,7,1,32.0,20,1,411,2,2,2,1,1,485,2,132500
5,1,1113,1,1113,2,2007,1113,607,1,0,1,5,1,2,2,1,1950,264,0,0,9600,3,12,1,0,0.0,7,1,80.0,20,1,506,1,1,2,1,1,486,2,147000
5,2,1073,1,1073,2,1965,1073,836,2,0,0,6,2,2,2,1,1965,515,1,1,10289,3,12,1,0,168.0,7,1,79.0,20,1,237,1,1,1,2,1,487,2,156000
5,2,1484,2,1484,1,1971,1484,998,2,0,1,7,2,2,2,1,1971,487,0,0,12243,3,7,1,224,0.0,6,1,70.0,20,1,486,2,1,2,1,4,488,2,175000
5,2,2414,2,1766,2,1970,954,664,2,648,1,10,2,2,5,2,1900,520,0,0,10800,3,8,1,142,0.0,4,1,60.0,190,2,290,1,1,2,1,1,489,2,160000
4,1,630,1,630,1,2002,630,515,2,0,0,3,1,2,1,1,1970,286,0,1,1526,1,15,2,0,0.0,8,1,21.0,180,5,115,1,1,2,1,4,490,2,86000
5,1,1304,1,616,1,1976,264,0,2,688,1,4,2,1,3,1,1976,336,1,0,2665,3,15,2,141,0.0,6,1,21.0,160,4,264,1,3,3,1,3,491,2,115000
6,1,1578,1,958,2,1950,806,403,2,620,2,5,4,2,5,1,1941,240,0,1,9490,3,12,1,0,0.0,7,1,79.0,50,1,238,1,1,2,1,1,492,2,133000
6,2,1456,2,728,1,2006,728,0,1,728,0,8,2,1,3,1,2006,429,1,0,15578,3,18,1,0,0.0,5,1,105.0,60,1,728,2,1,1,1,1,493,2,172785
5,1,1269,1,1269,2,1960,1269,374,2,0,1,6,2,2,5,1,1960,308,1,0,7931,3,12,1,0,0.0,6,1,70.0,20,1,363,1,2,2,1,1,494,2,155000
5,1,886,1,886,4,1996,190,0,2,0,0,4,2,3,3,1,1938,273,0,0,5784,2,8,2,144,0.0,8,1,50.0,30,1,190,1,1,2,1,1,495,2,91300
4,0,720,1,720,2,1950,720,495,2,0,0,4,2,2,4,2,1920,0,0,0,7879,2,14,3,0,0.0,5,1,60.0,30,1,225,1,1,2,1,1,496,3,34900
8,2,3228,3,3228,1,1993,3200,1231,1,0,1,10,1,1,1,1,1992,546,0,1,12692,4,4,1,264,0.0,5,1,60.0,20,1,1969,2,1,1,2,1,497,3,430000
7,1,1820,2,1133,2,1950,1026,329,2,687,0,8,2,1,4,1,1925,240,0,1,9120,4,9,1,0,0.0,6,1,60.0,50,1,697,1,2,2,1,1,498,4,184000
5,1,899,1,899,2,2004,864,450,2,0,0,5,1,1,2,1,1967,288,0,0,7800,3,10,1,64,89.0,7,1,65.0,20,1,414,1,1,3,2,1,499,2,130000
5,1,912,1,912,2,1985,912,111,2,0,0,5,2,2,5,1,1958,297,0,0,7535,2,12,1,12,0.0,7,1,70.0,20,1,522,2,1,3,1,1,500,5,120000
6,1,1218,1,672,2,1973,672,356,2,546,0,7,2,2,5,1,1973,264,1,0,1890,3,23,2,144,285.0,5,1,21.0,160,5,316,1,2,2,1,1,501,5,113000
7,2,1768,2,866,1,2005,866,400,1,902,0,7,1,1,1,1,2005,603,1,0,9803,3,6,4,0,0.0,5,1,75.0,60,1,466,1,1,1,1,1,502,5,226700
5,2,1214,1,1214,2,1965,1214,698,2,0,0,6,2,2,2,1,1965,461,0,1,9170,2,16,1,0,0.0,7,1,70.0,20,1,420,1,2,2,2,1,503,4,140000
7,2,1801,2,1801,2,1997,1501,1247,2,0,2,6,2,2,2,1,1959,484,0,1,15602,1,3,1,0,0.0,8,1,100.0,20,1,254,2,1,3,1,1,504,3,289000
6,2,1322,2,855,2,1974,855,257,2,467,1,6,2,2,2,1,1974,440,1,0,2308,3,21,1,260,0.0,5,1,24.0,160,4,103,1,1,2,1,1,505,3,147000
5,2,1960,2,960,2,1952,960,0,2,1000,0,10,2,2,3,1,1952,400,0,0,7596,4,8,2,0,360.0,5,1,60.0,90,3,960,1,2,2,2,1,506,3,124500
8,2,1911,2,1065,1,1994,777,380,1,846,1,8,1,1,1,1,1993,471,1,0,9554,3,13,1,182,125.0,5,1,80.0,60,1,397,2,1,1,1,1,507,3,215000
6,2,1218,2,1218,1,2009,1218,27,1,0,0,4,1,1,1,1,2009,676,0,0,7862,2,6,4,0,0.0,5,1,75.0,20,1,1191,2,1,3,1,1,508,3,208300
7,2,1378,2,689,2,2005,689,141,2,689,1,7,1,3,4,1,1928,360,0,0,9600,3,8,2,0,0.0,9,1,60.0,70,1,548,1,2,2,3,1,509,3,161000
5,1,1041,1,1041,2,1959,1041,991,2,0,0,6,2,2,2,1,1959,270,0,1,9600,3,12,1,224,132.0,6,1,80.0,20,1,50,1,1,1,1,1,510,2,124500
5,1,1363,1,1363,2,2000,1008,650,1,0,2,6,2,2,5,1,1951,288,0,1,14559,2,12,1,324,70.0,7,1,75.0,20,1,178,1,4,2,2,1,511,2,164900
7,2,1368,2,1368,1,2006,1368,0,1,0,1,6,1,1,3,1,2005,474,0,0,6792,2,11,1,132,94.0,5,1,40.0,120,4,1368,2,1,1,1,1,512,2,202665
5,2,864,1,864,2,1958,864,521,2,0,0,5,2,2,5,1,1958,624,0,1,9100,3,12,1,0,0.0,5,1,70.0,20,1,169,1,2,2,1,1,513,2,129900
6,2,1080,1,1080,2,1983,1084,336,2,0,0,5,2,1,2,1,1983,484,1,0,9187,3,5,1,120,0.0,5,1,71.0,20,1,748,1,1,2,1,1,514,2,134000
5,1,789,1,789,2,1950,768,0,2,0,0,5,2,3,3,2,1926,200,0,0,10594,2,3,1,0,0.0,5,1,55.0,45,1,768,1,2,2,1,1,515,2,96500
10,3,2020,2,2020,3,2009,2006,1436,3,0,1,9,3,2,1,1,2009,900,1,1,12220,3,11,1,156,305.0,5,1,94.0,20,1,570,1,1,3,2,1,516,2,402861
6,2,2119,2,1378,2,1972,689,0,2,741,1,7,2,2,3,1,1972,583,1,0,10448,3,7,1,0,333.0,6,1,94.0,80,1,689,2,1,1,1,1,517,4,158000
7,3,2344,2,1277,1,1997,1264,0,1,1067,1,7,1,1,3,1,1996,889,1,0,10208,3,4,1,220,921.0,5,1,79.0,60,1,1264,2,1,1,1,1,518,4,265000
6,2,1796,2,882,1,1998,794,706,2,914,0,7,2,1,1,1,1998,546,1,1,9531,3,1,1,0,0.0,5,1,79.0,60,1,88,2,1,1,1,3,519,2,211000
7,1,2080,1,1276,1,2004,1276,0,1,804,2,9,1,3,3,1,1926,282,1,0,10918,3,3,1,0,0.0,9,1,53.0,70,1,1276,1,2,2,3,1,520,2,234000
4,0,1294,2,694,1,2000,0,0,2,600,0,7,2,3,3,2,1900,0,0,0,10800,3,8,1,220,0.0,7,1,60.0,190,2,0,1,2,2,1,1,521,2,106250
6,1,1244,1,1244,2,1957,1244,777,2,0,2,6,2,2,4,1,1957,336,1,0,11988,3,12,1,0,0.0,6,1,90.0,20,1,467,2,1,2,1,1,522,2,150000
6,2,1664,2,1004,2,1950,1004,399,2,660,2,7,2,2,2,1,1947,420,0,0,5000,3,9,2,0,0.0,7,1,50.0,50,1,605,1,2,2,1,1,523,2,159000
7,3,2398,2,1383,1,1997,1379,719,1,1015,1,8,1,1,1,1,1996,834,1,1,11787,3,4,1,239,594.0,5,1,95.0,60,1,660,2,1,3,1,1,525,2,315750
7,2,1266,2,1266,1,2005,1257,0,1,0,1,6,1,1,3,1,2005,453,0,0,7500,3,6,4,38,0.0,5,1,62.0,20,1,1257,1,1,2,1,1,526,2,176000
5,1,928,1,928,1,2000,928,377,2,0,0,4,2,2,4,1,1956,252,0,0,13300,2,12,1,261,0.0,7,1,70.0,20,1,551,1,1,2,2,1,527,2,132000
9,3,2713,2,1476,3,2008,1452,1330,3,1237,1,11,3,1,1,1,2008,858,1,1,14948,3,11,1,126,268.0,5,1,67.0,60,1,122,2,1,3,2,4,528,2,446261
4,0,605,1,605,2,2002,528,348,2,0,0,5,2,3,2,1,1920,0,0,1,9098,2,16,1,0,0.0,7,1,58.0,30,1,180,2,1,3,1,3,529,2,86000
6,2,2515,3,2515,2,1975,2035,1219,1,0,2,9,2,1,4,1,1957,484,0,1,32668,4,3,1,0,0.0,3,1,58.0,20,1,816,2,1,1,2,1,530,2,200624
6,2,1509,2,1509,1,1989,1461,783,1,0,1,5,1,2,1,1,1988,600,0,1,10200,3,17,1,224,219.0,5,1,85.0,80,1,678,1,1,1,1,4,531,2,175000
6,2,1362,2,751,4,1999,611,0,2,611,0,6,2,3,3,1,1920,502,0,0,6155,3,9,2,0,0.0,8,1,60.0,70,1,611,2,2,3,1,3,532,2,128000
5,1,827,1,827,4,2007,0,0,2,0,1,5,2,5,3,1,1955,392,0,0,7200,2,12,1,0,0.0,7,1,60.0,20,1,0,1,2,2,1,3,533,2,107500
1,0,334,1,334,4,1950,0,0,4,0,0,2,4,5,3,2,1946,0,0,0,5000,1,9,1,0,0.0,3,2,50.0,20,1,0,1,2,2,1,3,534,2,39300
8,2,1414,2,707,3,2004,707,0,1,707,1,6,1,1,3,1,2004,403,1,0,9056,3,18,1,100,0.0,5,1,74.0,60,1,707,2,1,3,1,4,535,2,178000
5,0,1347,1,820,1,1991,1117,969,2,527,0,5,2,2,1,1,1910,0,0,1,7000,3,16,1,85,0.0,7,1,70.0,190,2,148,1,1,3,1,2,536,2,107500
7,2,1724,2,880,1,1999,880,0,2,844,0,8,1,1,3,1,1998,527,1,0,8924,3,1,1,120,0.0,5,1,57.0,60,1,880,2,1,3,1,4,537,2,188000
4,2,864,1,864,2,1972,864,600,2,0,0,5,2,2,5,1,1972,576,0,0,12735,3,12,1,216,0.0,5,1,57.0,20,1,264,2,2,2,2,1,538,5,111250
5,1,1159,1,1159,2,1968,1051,673,2,0,1,7,2,2,5,1,1968,336,1,0,11553,3,10,1,466,188.0,5,1,57.0,20,1,378,2,1,2,2,1,539,5,158000
8,2,1601,2,1601,1,2002,1581,1358,1,0,1,6,1,1,1,1,2001,670,0,1,11423,3,1,1,180,479.0,5,1,57.0,20,1,223,1,1,1,1,4,540,2,272000
9,3,1838,2,1838,3,2006,1838,1260,3,0,1,8,3,1,1,1,2006,765,0,1,14601,2,17,1,270,584.0,5,1,85.0,20,1,578,1,1,3,2,4,541,2,315000
8,3,2285,2,997,1,2000,969,0,1,1288,1,8,1,1,3,1,2000,648,1,0,11000,4,4,1,0,72.0,5,1,85.0,60,1,969,1,3,3,1,1,542,2,248000
7,2,1680,2,1680,3,1999,1650,144,1,0,1,7,1,1,6,1,1998,583,0,1,10140,3,7,1,78,0.0,5,1,78.0,20,1,379,1,1,3,2,1,543,2,213250
7,1,767,1,767,1,1998,723,584,2,0,0,4,2,1,1,1,1998,367,0,1,4058,1,12,5,120,182.0,5,1,34.0,120,4,0,1,1,3,1,4,544,2,133000
7,2,1496,2,664,1,2006,654,554,1,832,1,7,1,1,1,1,2006,426,1,1,17104,3,18,1,100,0.0,5,1,58.0,60,1,100,2,1,1,1,4,545,2,179665
7,3,2183,2,1377,1,1988,1204,1002,1,806,0,9,1,1,1,1,1988,786,1,0,13837,4,7,1,0,178.0,5,1,58.0,50,1,0,2,1,2,1,1,546,2,229000
6,2,1635,1,915,1,1950,1065,300,2,720,1,6,2,3,4,1,1923,440,1,0,8737,3,9,1,0,0.0,7,1,70.0,50,1,765,2,2,2,1,1,547,2,210000
5,2,768,1,768,1,1970,768,619,2,0,0,5,2,2,2,1,1970,624,0,1,7244,2,5,1,104,0.0,7,1,54.0,85,1,149,1,2,2,1,4,548,2,129500
5,2,825,1,825,2,1995,825,180,2,0,0,4,2,2,6,1,1955,720,0,1,8235,2,8,2,140,0.0,7,1,49.0,20,1,0,2,2,1,1,1,549,2,125000
7,2,2094,2,912,1,2004,912,0,1,1182,1,8,1,1,3,1,2003,615,1,0,9375,4,6,4,182,0.0,5,1,75.0,60,1,912,1,3,3,1,1,550,2,263000
6,2,1069,2,1069,1,1977,1069,559,2,0,0,4,2,2,2,1,1977,440,0,0,4043,2,21,1,0,0.0,6,1,53.0,120,4,510,1,1,1,1,1,551,2,140000
5,1,928,1,928,2,1957,928,308,2,0,0,5,2,2,4,1,1957,288,0,0,6000,3,8,2,0,0.0,6,1,50.0,20,1,620,1,1,3,2,1,552,2,112500
8,3,1717,2,1717,3,2006,1709,0,1,0,1,7,1,1,3,1,2006,908,0,0,11146,3,11,1,169,250.0,5,1,87.0,20,1,1709,2,1,1,1,4,553,2,255500
4,2,1126,2,1126,3,2003,0,0,2,0,0,5,1,2,3,1,1949,520,0,0,8777,2,16,1,0,0.0,5,1,67.0,20,1,0,1,2,3,1,4,554,2,108000
7,3,2046,2,1006,1,2004,998,866,1,1040,1,8,1,1,1,1,2003,871,1,1,10625,3,11,1,320,292.0,5,1,85.0,60,1,132,1,3,1,1,1,555,2,284000
5,1,1048,1,1048,2,1950,993,0,2,0,1,5,2,3,3,1,1922,280,0,0,6380,2,9,2,0,0.0,6,1,58.0,45,1,993,1,2,2,1,1,556,2,113000
5,1,1092,1,1092,2,1957,1092,895,2,0,1,6,2,2,4,1,1957,299,0,1,14850,2,12,1,268,0.0,5,1,69.0,20,1,197,2,1,3,1,1,557,5,141000
4,1,1336,1,897,2,1950,637,637,2,439,0,7,2,2,4,1,1920,570,1,0,11040,3,14,3,0,0.0,6,2,60.0,50,1,0,1,4,2,1,1,558,5,108000
7,2,1446,2,729,1,1997,729,604,2,717,1,6,2,1,1,1,1996,406,1,0,21872,3,18,1,264,0.0,5,1,57.0,60,1,125,3,1,2,1,2,559,5,175000
7,2,1557,2,1557,1,2004,1374,0,1,0,1,7,1,1,3,1,2003,420,0,0,3196,2,22,1,143,18.0,5,1,57.0,120,4,1374,1,1,3,1,2,560,5,234000
5,2,1392,1,1392,1,1996,1392,1302,2,0,1,5,2,2,2,1,1957,528,1,1,11341,3,10,1,0,180.0,6,1,57.0,20,1,90,2,2,2,2,1,561,5,121500
5,2,1389,1,1389,1,1975,1389,1071,2,0,1,6,2,2,2,1,1974,418,0,1,10010,2,5,1,240,0.0,5,2,77.0,20,1,195,1,1,1,1,4,562,5,170000
5,0,996,1,996,2,1969,996,290,2,0,1,6,2,2,5,1,1940,0,0,1,13907,3,16,1,144,0.0,6,1,63.0,30,1,706,1,1,1,1,1,563,5,108000
6,2,1674,2,1163,1,1950,1163,0,2,511,1,8,2,3,3,1,1918,396,0,0,21780,4,16,1,72,0.0,7,1,66.0,50,1,1163,1,2,3,1,3,564,5,185000
7,2,2295,2,1166,1,2000,1095,728,1,1129,1,9,1,1,1,1,1992,590,1,1,13346,4,4,1,0,0.0,5,1,66.0,60,1,367,2,1,1,1,1,565,5,268000
6,1,1647,1,841,1,1950,806,0,2,806,0,6,4,1,3,2,1915,216,1,1,6858,4,24,1,0,0.0,4,1,66.0,70,1,806,1,2,2,1,1,566,5,128000
9,3,2504,2,1134,1,2007,1122,0,1,1370,1,11,3,1,3,1,2005,656,1,0,11198,4,19,1,144,245.0,5,1,77.0,60,1,1122,2,3,3,2,1,567,5,325000
7,2,1535,2,1535,1,2004,1517,2,1,0,0,7,1,1,1,1,2004,532,0,0,10171,3,11,1,0,168.0,5,1,70.0,20,1,1515,2,1,1,1,1,568,5,214000
8,2,2132,1,1496,1,2009,1496,1441,1,636,1,5,1,2,1,1,1983,612,1,1,12327,1,13,1,349,0.0,8,2,79.0,50,1,55,2,3,3,1,2,569,5,316600
5,2,943,1,943,1,1979,943,943,2,0,2,4,2,2,1,1,1979,600,0,1,7032,2,12,1,42,0.0,5,1,79.0,90,3,0,2,2,2,1,2,570,5,135960
5,2,1728,2,1728,2,1965,1728,231,2,0,0,10,2,2,6,1,1965,576,0,0,13101,6,12,1,0,108.0,5,1,74.0,90,3,1497,2,2,2,1,1,571,5,142600
6,1,864,1,864,2,1959,864,414,2,0,0,4,1,2,5,1,1959,288,0,1,7332,2,12,1,168,207.0,6,1,60.0,20,1,450,1,1,2,1,1,572,5,120000
7,2,1692,2,846,3,2009,846,0,2,846,0,6,1,1,3,1,2009,650,1,0,13159,3,17,1,208,0.0,5,1,83.0,60,1,846,2,1,1,1,4,573,5,224500
7,2,1430,2,774,1,2000,384,0,2,656,1,8,2,1,3,1,2000,400,1,0,9967,3,18,1,100,0.0,5,1,76.0,80,1,384,2,3,1,1,1,574,5,170000
5,1,1109,1,576,2,2005,372,349,2,533,0,5,2,2,2,1,1971,288,0,0,10500,3,12,1,35,82.0,7,1,70.0,80,1,23,1,3,2,3,4,575,3,139000
5,1,1216,1,832,2,1950,832,442,2,384,0,6,2,2,4,1,1947,336,0,0,8480,2,12,1,158,0.0,5,1,80.0,50,1,390,1,2,2,1,1,576,3,118500
7,1,1477,2,877,2,1950,861,0,2,600,1,6,2,3,3,1,1928,216,0,0,6292,3,24,1,0,0.0,7,1,52.0,50,1,861,1,2,2,1,1,577,3,145000
5,2,1320,1,1320,2,1966,1164,328,2,0,2,6,2,2,6,1,1966,564,0,1,11777,3,10,1,160,97.0,6,1,96.0,80,1,285,2,1,1,1,4,578,3,164500
7,2,1392,2,703,1,2007,689,0,1,689,0,5,1,1,3,1,2007,540,0,0,3604,2,6,4,0,0.0,5,1,34.0,160,4,689,1,2,2,1,1,579,3,146000
5,1,1795,2,1050,2,1954,1050,0,2,745,0,7,2,3,3,2,1954,352,0,0,12150,4,8,2,0,335.0,5,1,81.0,50,1,1050,1,1,2,1,1,580,3,131500
6,2,1429,1,1429,2,1987,1144,594,2,0,2,7,1,2,5,1,1960,572,0,0,14585,3,12,1,216,85.0,6,1,81.0,20,1,331,2,1,2,1,1,581,3,181900
8,3,2042,2,2042,3,2009,2042,0,3,0,1,8,3,1,3,1,2008,1390,1,0,12704,3,11,1,0,306.0,5,1,98.0,20,1,2042,1,1,1,2,1,582,3,253293
6,0,816,1,816,1,1990,816,816,2,0,0,5,2,2,1,1,1990,0,0,1,11841,3,16,1,0,104.0,5,1,81.0,90,3,0,1,1,1,1,4,583,3,118500
10,2,2775,3,1521,2,2000,1237,0,3,1254,1,9,1,3,3,1,1893,880,1,0,13500,3,8,2,105,0.0,9,1,75.0,75,1,1237,1,2,2,1,1,584,3,325000
4,1,1573,1,989,2,1995,884,0,2,584,0,6,1,3,3,1,1935,240,0,0,6120,3,9,2,0,0.0,7,1,51.0,50,1,884,1,2,2,1,1,585,3,133000
8,3,2028,2,2028,3,2006,1868,1460,1,0,2,7,1,1,1,1,2005,880,0,1,11443,2,17,1,326,208.0,5,1,88.0,20,1,408,1,1,1,2,2,586,3,369900
6,1,838,1,838,2,2000,816,210,2,0,0,5,4,3,4,1,1918,275,0,1,10267,2,9,1,0,0.0,7,1,55.0,30,1,0,1,2,3,1,3,587,5,130000
5,2,860,1,860,2,1982,840,672,2,0,0,4,2,2,2,1,1982,528,0,1,8740,2,10,1,0,0.0,6,1,74.0,85,1,168,2,2,2,2,4,588,5,137000
5,1,1473,1,1473,2,2003,1437,1324,2,0,2,5,3,2,1,1,1968,452,0,2,25095,1,20,1,0,0.0,8,3,65.0,20,1,113,2,1,2,5,2,589,5,143000
5,1,935,1,779,2,1960,742,0,2,0,0,4,2,3,3,1,1930,308,0,0,9100,2,9,2,0,0.0,6,1,50.0,40,1,742,1,2,2,1,1,590,5,79500
